Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
2021-03-08,DKI JAKARTA,1783,48,1675,60,352162,338936,5829,7397
2021-03-09,DKI JAKARTA,867,45,1643,-821,353029,340579,5874,6576
2021-03-10,DKI JAKARTA,1046,45,1477,-476,354075,342056,5919,6100
2021-03-11,DKI JAKARTA,1754,25,980,749,355829,343036,5944,6849
2021-03-12,DKI JAKARTA,1872,50,1263,559,357701,344299,5994,7408
2021-03-13,DKI JAKARTA,1034,10,577,447,358735,344876,6004,7855
2021-03-14,DKI JAKARTA,1204,36,2367,-1199,359939,347243,6040,6656
2021-03-15,DKI JAKARTA,1555,35,1762,-242,361494,349005,6075,6414
2021-03-16,DKI JAKARTA,835,20,1491,-676,362329,350496,6095,5738
2021-03-17,DKI JAKARTA,1330,3,1183,144,363659,351679,6098,5882
2021-03-18,DKI JAKARTA,1719,20,1168,531,365378,352847,6118,6413
2021-03-19,DKI JAKARTA,1588,24,1175,389,366966,354022,6142,6802
2021-03-20,DKI JAKARTA,1935,22,1184,729,368901,355206,6164,7531
2021-03-21,DKI JAKARTA,1638,23,1884,-269,370539,357090,6187,7262
2021-03-22,DKI JAKARTA,1474,8,1715,-249,372013,358805,6195,7013
2021-03-23,DKI JAKARTA,816,11,1691,-886,372829,360496,6206,6127
2021-03-24,DKI JAKARTA,890,11,1986,-1107,373719,362482,6217,5020
2021-03-25,DKI JAKARTA,1727,12,490,1225,375446,362972,6229,6245
2021-03-26,DKI JAKARTA,1381,11,897,473,376827,363869,6240,6718
2021-03-27,DKI JAKARTA,1354,18,599,737,378181,364468,6258,7455
2021-03-28,DKI JAKARTA,1470,23,1175,272,379651,365643,6281,7727
2021-03-29,DKI JAKARTA,1014,22,1079,-87,380665,366722,6303,7640
2021-03-30,DKI JAKARTA,384,21,1087,-724,381049,367809,6324,6916
2021-03-31,DKI JAKARTA,965,0,1073,-108,382014,368882,6324,6808
2021-04-01,DKI JAKARTA,1337,18,988,331,383351,369870,6342,7139
2021-04-02,DKI JAKARTA,1240,7,1292,-59,384591,371162,6349,7080
2021-04-03,DKI JAKARTA,1098,4,600,494,385689,371762,6353,7574
2021-04-04,DKI JAKARTA,736,6,1600,-870,386425,373362,6359,6704
2021-04-05,DKI JAKARTA,523,4,1187,-668,386948,374549,6363,6036
2021-04-06,DKI JAKARTA,487,4,587,-104,387435,375136,6367,5932
2021-04-07,DKI JAKARTA,862,9,695,158,388297,375831,6376,6090
2021-04-08,DKI JAKARTA,1238,4,485,749,389535,376316,6380,6839
2021-04-09,DKI JAKARTA,1013,10,623,380,390548,376939,6390,7219
2021-04-10,DKI JAKARTA,977,7,856,114,391525,377795,6397,7333
2021-04-11,DKI JAKARTA,1031,7,1396,-372,392556,379191,6404,6961
2021-04-12,DKI JAKARTA,692,7,1357,-672,393248,380548,6411,6289
2021-04-13,DKI JAKARTA,828,6,900,-78,394076,381448,6417,6211
2021-04-14,DKI JAKARTA,661,7,614,40,394737,382062,6424,6251
2021-04-15,DKI JAKARTA,1330,6,690,634,396067,382752,6430,6885
2021-04-16,DKI JAKARTA,980,18,871,91,397047,383623,6448,6976
2021-04-17,DKI JAKARTA,1037,18,999,20,398084,384622,6466,6996
2021-04-18,DKI JAKARTA,950,13,987,-50,399034,385609,6479,6946
2021-04-19,DKI JAKARTA,973,14,971,-12,400007,386580,6493,6934
2021-04-20,DKI JAKARTA,460,14,897,-451,400467,387477,6507,6483
2021-04-21,DKI JAKARTA,602,12,573,17,401069,388050,6519,6500
2021-04-22,DKI JAKARTA,1266,11,652,603,402335,388702,6530,7103
2021-04-23,DKI JAKARTA,884,18,721,145,403219,389423,6548,7248
2021-04-24,DKI JAKARTA,907,12,885,10,404126,390308,6560,7258
2021-04-25,DKI JAKARTA,896,14,962,-80,405022,391270,6574,7178
2021-04-26,DKI JAKARTA,748,14,1339,-605,405770,392609,6588,6573
2021-04-27,DKI JAKARTA,394,17,600,-223,406164,393209,6605,6350
2021-04-28,DKI JAKARTA,639,14,682,-57,406803,393891,6619,6293
2021-04-29,DKI JAKARTA,987,23,480,484,407790,394371,6642,6777
2021-04-30,DKI JAKARTA,789,4,539,246,408579,394910,6646,7023
2021-05-01,DKI JAKARTA,926,15,793,118,409505,395703,6661,7141
2021-05-02,DKI JAKARTA,854,10,984,-140,410359,396687,6671,7001
2021-05-03,DKI JAKARTA,757,20,687,50,411116,397374,6691,7051
2021-05-04,DKI JAKARTA,416,18,586,-188,411532,397960,6709,6863
2021-05-05,DKI JAKARTA,845,12,687,146,412377,398647,6721,7009
2021-05-06,DKI JAKARTA,906,21,566,319,413283,399213,6742,7328
2021-05-07,DKI JAKARTA,783,20,595,168,414066,399808,6762,7496
2021-05-08,DKI JAKARTA,732,26,584,122,414798,400392,6788,7618
2021-05-09,DKI JAKARTA,809,16,690,103,415607,401082,6804,7721
2021-05-10,DKI JAKARTA,694,22,607,65,416301,401689,6826,7786
2021-05-11,DKI JAKARTA,406,20,667,-281,416707,402356,6846,7505
2021-05-12,DKI JAKARTA,656,13,674,-31,417363,403030,6859,7474
2021-05-13,DKI JAKARTA,785,15,585,185,418148,403615,6874,7659
2021-05-14,DKI JAKARTA,632,16,547,69,418780,404162,6890,7728
2021-05-15,DKI JAKARTA,227,15,573,-361,419007,404735,6905,7367
2021-05-16,DKI JAKARTA,161,18,593,-450,419168,405328,6923,6917
2021-05-17,DKI JAKARTA,421,25,0,396,419589,405328,6948,7313
2021-05-18,DKI JAKARTA,219,15,194,10,419808,405522,6963,7323
2021-05-19,DKI JAKARTA,611,19,197,395,420419,405719,6982,7718
2021-05-20,DKI JAKARTA,895,20,96,779,421314,405815,7002,8497
2021-05-21,DKI JAKARTA,856,16,100,740,422170,405915,7018,9237
2021-05-22,DKI JAKARTA,932,12,397,523,423102,406312,7030,9760
2021-05-23,DKI JAKARTA,867,12,340,515,423969,406652,7042,10275
2021-05-24,DKI JAKARTA,819,10,302,507,424788,406954,7052,10782
2021-05-25,DKI JAKARTA,384,14,506,-136,425172,407460,7066,10646
2021-05-26,DKI JAKARTA,617,11,516,90,425789,407976,7077,10736
2021-05-27,DKI JAKARTA,940,18,586,336,426729,408562,7095,11072
2021-05-28,DKI JAKARTA,602,19,908,-325,427331,409470,7114,10747
2021-05-29,DKI JAKARTA,898,12,998,-112,428229,410468,7126,10635
2021-05-30,DKI JAKARTA,1064,13,1004,47,429293,411472,7139,10682
2021-05-31,DKI JAKARTA,726,19,581,126,430019,412053,7158,10808
2021-06-01,DKI JAKARTA,519,11,509,-1,430538,412562,7169,10807
2021-06-02,DKI JAKARTA,602,20,587,-5,431140,413149,7189,10802
2021-06-03,DKI JAKARTA,715,21,501,193,431855,413650,7210,10995
2021-06-04,DKI JAKARTA,906,20,815,71,432761,414465,7230,11066
2021-06-05,DKI JAKARTA,1317,22,828,467,434078,415293,7252,11533
2021-06-06,DKI JAKARTA,1019,20,884,115,435097,416177,7272,11648
2021-06-07,DKI JAKARTA,1197,20,874,303,436294,417051,7292,11951
2021-06-08,DKI JAKARTA,755,20,948,-213,437049,417999,7312,11738
2021-06-09,DKI JAKARTA,1376,14,1112,250,438425,419111,7326,11988
2021-06-10,DKI JAKARTA,2091,25,1105,961,440516,420216,7351,12949
2021-06-11,DKI JAKARTA,2293,21,1182,1090,442809,421398,7372,14039
2021-06-12,DKI JAKARTA,2455,19,746,1690,445264,422144,7391,15729
2021-06-13,DKI JAKARTA,2769,19,935,1815,448033,423079,7410,17544
2021-06-14,DKI JAKARTA,2722,39,1034,1649,450755,424113,7449,19193
2021-06-15,DKI JAKARTA,1502,20,1194,288,452257,425307,7469,19481
2021-06-16,DKI JAKARTA,2376,34,1271,1071,454633,426578,7503,20552
2021-06-17,DKI JAKARTA,4144,50,1877,2217,458777,428455,7553,22769
2021-06-18,DKI JAKARTA,4737,66,2110,2561,463514,430565,7619,25330
2021-06-19,DKI JAKARTA,4894,60,2443,2391,468408,433008,7679,27721
2021-06-20,DKI JAKARTA,5582,69,2457,3056,473990,435465,7748,30777
2021-06-21,DKI JAKARTA,5014,74,2835,2105,479004,438300,7822,32882
2021-06-22,DKI JAKARTA,3221,59,3481,-319,482225,441781,7881,32563
2021-06-23,DKI JAKARTA,4693,47,1191,3455,486918,442972,7928,36018
2021-06-24,DKI JAKARTA,7505,49,2438,5018,494423,445410,7977,41036
2021-06-25,DKI JAKARTA,6934,69,2571,4294,501357,447981,8046,45330
2021-06-26,DKI JAKARTA,9271,51,2725,6495,510628,450706,8097,51825
2021-06-27,DKI JAKARTA,9393,51,3505,5837,520021,454211,8148,57662
2021-06-28,DKI JAKARTA,8348,80,3414,4854,528369,457625,8228,62516
2021-06-29,DKI JAKARTA,7379,80,3505,3794,535748,461130,8308,66310
2021-06-30,DKI JAKARTA,7680,71,3522,4087,543428,464652,8379,70397
2021-07-01,DKI JAKARTA,7541,46,3527,3968,550969,468179,8425,74365
2021-07-02,DKI JAKARTA,9399,70,5013,4316,560368,473192,8495,78681
2021-07-03,DKI JAKARTA,9701,16,5682,4003,570069,478874,8511,82684
2021-07-04,DKI JAKARTA,10485,66,5816,4603,580554,484690,8577,87287
2021-07-05,DKI JAKARTA,10902,120,6597,4185,591456,491287,8697,91472
2021-07-06,DKI JAKARTA,9439,137,6100,3202,600895,497387,8834,94674
2021-07-07,DKI JAKARTA,9365,142,3655,5568,610260,501042,8976,100242
2021-07-08,DKI JAKARTA,12974,136,10857,1981,623234,511899,9112,102223
2021-07-09,DKI JAKARTA,13111,138,15022,-2049,636345,526921,9250,100174
2021-07-10,DKI JAKARTA,12920,87,16839,-4006,649265,543760,9337,96168
2021-07-11,DKI JAKARTA,13133,46,20602,-7515,662398,564362,9383,88653
2021-07-12,DKI JAKARTA,14622,134,20478,-5990,677020,584840,9517,82663
2021-07-13,DKI JAKARTA,12183,68,4571,7544,689203,589411,9585,90207
2021-07-14,DKI JAKARTA,12669,63,3066,9540,701872,592477,9648,99747
2021-07-15,DKI JAKARTA,12691,141,3034,9516,714563,595511,9789,109263
2021-07-16,DKI JAKARTA,12416,132,8450,3834,726979,603961,9921,113097
2021-07-17,DKI JAKARTA,10168,67,11613,-1512,737147,615574,9988,111585
2021-07-18,DKI JAKARTA,9129,158,11857,-2886,746276,627431,10146,108699
2021-07-19,DKI JAKARTA,5000,250,12674,-7924,751276,640105,10396,100775
2021-07-20,DKI JAKARTA,6213,268,12071,-6126,757489,652176,10664,94649
2021-07-21,DKI JAKARTA,5904,95,10546,-4737,763393,662722,10759,89912
2021-07-22,DKI JAKARTA,7060,195,10631,-3766,770453,673353,10954,86146
2021-07-23,DKI JAKARTA,8033,157,14500,-6624,778486,687853,11111,79522
2021-07-24,DKI JAKARTA,8360,151,14528,-6319,786846,702381,11262,73203
2021-07-25,DKI JAKARTA,5394,157,14228,-8991,792240,716609,11419,64212
2021-07-26,DKI JAKARTA,2662,160,14653,-12151,794902,731262,11579,52061
2021-07-27,DKI JAKARTA,3567,184,14850,-11467,798469,746112,11763,40594
2021-07-28,DKI JAKARTA,5525,69,10940,-5484,803994,757052,11832,35110
2021-07-29,DKI JAKARTA,3845,27,11425,-7607,807839,768477,11859,27503
2021-07-30,DKI JAKARTA,3454,43,11151,-7740,811293,779628,11902,19763
2021-07-31,DKI JAKARTA,3328,251,4963,-1886,814621,784591,12153,17877
2021-08-01,DKI JAKARTA,2701,71,4596,-1966,817322,789187,12224,15911
2021-08-02,DKI JAKARTA,1410,154,2161,-905,818732,791348,12378,15006
2021-08-03,DKI JAKARTA,1601,70,2506,-975,820333,793854,12448,14031
2021-08-04,DKI JAKARTA,2981,63,2471,447,823314,796325,12511,14478
2021-08-05,DKI JAKARTA,2312,126,2759,-573,825626,799084,12637,13905
2021-08-06,DKI JAKARTA,2185,53,3211,-1079,827811,802295,12690,12826
2021-08-07,DKI JAKARTA,2008,68,4562,-2622,829819,806857,12758,10204
2021-08-08,DKI JAKARTA,1649,20,1200,429,831468,808057,12778,10633
2021-08-09,DKI JAKARTA,727,14,1010,-297,832195,809067,12792,10336
2021-08-10,DKI JAKARTA,1426,40,1174,212,833621,810241,12832,10548
2021-08-11,DKI JAKARTA,1957,42,1334,581,835578,811575,12874,11129
2021-08-12,DKI JAKARTA,1080,42,2456,-1418,836658,814031,12916,9711
2021-08-13,DKI JAKARTA,1210,68,1570,-428,837868,815601,12984,9283
2021-08-14,DKI JAKARTA,1363,29,1219,115,839231,816820,13013,9398
2021-08-15,DKI JAKARTA,1182,17,1066,99,840413,817886,13030,9497
2021-08-16,DKI JAKARTA,513,28,947,-462,840926,818833,13058,9035
2021-08-17,DKI JAKARTA,655,24,920,-289,841581,819753,13082,8746
2021-08-18,DKI JAKARTA,1029,0,897,132,842610,820650,13082,8878
2020-03-02,JAWA BARAT,3,0,0,3,3,0,0,3
2020-03-03,JAWA BARAT,1,1,0,0,4,0,1,3
2020-03-04,JAWA BARAT,1,0,0,1,5,0,1,4
2020-03-05,JAWA BARAT,1,0,0,1,6,0,1,5
2020-03-06,JAWA BARAT,1,0,0,1,7,0,1,6
2020-03-07,JAWA BARAT,0,0,0,0,7,0,1,6
2020-03-08,JAWA BARAT,0,0,0,0,7,0,1,6
2020-03-09,JAWA BARAT,0,0,0,0,7,0,1,6
2020-03-10,JAWA BARAT,0,0,0,0,7,0,1,6
2020-03-11,JAWA BARAT,0,1,0,-1,7,0,2,5
2020-03-12,JAWA BARAT,1,0,0,1,8,0,2,6
2020-03-13,JAWA BARAT,4,0,4,0,12,4,2,6
2020-03-14,JAWA BARAT,0,0,0,0,12,4,2,6
2020-03-15,JAWA BARAT,0,0,0,0,12,4,2,6
2020-03-16,JAWA BARAT,1,0,0,1,13,4,2,7
2020-03-17,JAWA BARAT,11,0,0,11,24,4,2,18
2020-03-18,JAWA BARAT,5,1,1,3,29,5,3,21
2020-03-19,JAWA BARAT,7,1,0,6,36,5,4,27
2020-03-20,JAWA BARAT,20,3,0,17,56,5,7,44
2020-03-21,JAWA BARAT,5,0,0,5,61,5,7,49
2020-03-22,JAWA BARAT,3,3,0,0,64,5,10,49
2020-03-23,JAWA BARAT,6,4,0,2,70,5,14,51
2020-03-24,JAWA BARAT,2,2,1,-1,72,6,16,50
2020-03-25,JAWA BARAT,5,0,1,4,77,7,16,54
2020-03-26,JAWA BARAT,8,0,0,8,85,7,16,62
2020-03-27,JAWA BARAT,27,4,0,23,112,7,20,85
2020-03-28,JAWA BARAT,23,2,1,20,135,8,22,105
2020-03-29,JAWA BARAT,33,2,1,30,168,9,24,135
2020-03-30,JAWA BARAT,26,2,3,21,194,12,26,156
2020-03-31,JAWA BARAT,9,0,3,6,203,15,26,162
2020-04-01,JAWA BARAT,36,1,0,35,239,15,27,197
2020-04-02,JAWA BARAT,24,4,1,19,263,16,31,216
2020-04-03,JAWA BARAT,2,1,3,-2,265,19,32,214
2020-04-04,JAWA BARAT,24,2,0,22,289,19,34,236
2020-04-05,JAWA BARAT,10,0,1,9,299,20,34,245
2020-04-06,JAWA BARAT,20,2,1,17,319,21,36,262
2020-04-07,JAWA BARAT,79,2,3,74,398,24,38,336
2020-04-08,JAWA BARAT,24,5,1,18,422,25,43,354
2020-04-09,JAWA BARAT,22,5,1,16,444,26,48,370
2020-04-10,JAWA BARAT,10,0,1,9,454,27,48,379
2020-04-11,JAWA BARAT,45,1,1,43,499,28,49,422
2020-04-12,JAWA BARAT,35,4,3,28,534,31,53,450
2020-04-13,JAWA BARAT,76,10,3,63,610,34,63,513
2020-04-14,JAWA BARAT,6,1,1,4,616,35,64,517
2020-04-15,JAWA BARAT,38,3,1,34,654,36,67,551
2020-04-16,JAWA BARAT,23,1,6,16,677,42,68,567
2020-04-17,JAWA BARAT,61,3,16,42,738,58,71,609
2020-04-18,JAWA BARAT,19,0,2,17,757,60,71,626
2020-04-19,JAWA BARAT,54,1,12,41,811,72,72,667
2020-04-20,JAWA BARAT,27,3,4,20,838,76,75,687
2020-04-21,JAWA BARAT,19,5,19,-5,857,95,80,682
2020-04-22,JAWA BARAT,8,3,3,2,865,98,83,684
2020-04-23,JAWA BARAT,29,3,9,17,894,107,86,701
2020-04-24,JAWA BARAT,74,2,3,69,968,110,88,770
2020-04-25,JAWA BARAT,47,0,4,43,1015,114,88,813
2020-04-26,JAWA BARAT,12,0,1,11,1027,115,88,824
2020-04-27,JAWA BARAT,38,1,3,34,1065,118,89,858
2020-04-28,JAWA BARAT,19,1,6,12,1084,124,90,870
2020-04-29,JAWA BARAT,40,0,7,33,1124,131,90,903
2020-04-30,JAWA BARAT,5,4,31,-30,1129,162,94,873
2020-05-01,JAWA BARAT,4,5,3,-4,1133,165,99,869
2020-05-02,JAWA BARAT,36,1,2,33,1169,167,100,902
2020-05-03,JAWA BARAT,14,1,7,6,1183,174,101,908
2020-05-04,JAWA BARAT,182,3,7,172,1365,181,104,1080
2020-05-05,JAWA BARAT,52,1,10,41,1417,191,105,1121
2020-05-06,JAWA BARAT,21,3,8,10,1438,199,108,1131
2020-05-07,JAWA BARAT,53,0,6,47,1491,205,108,1178
2020-05-08,JAWA BARAT,30,2,0,28,1521,205,110,1206
2020-05-09,JAWA BARAT,29,3,19,7,1550,224,113,1213
2020-05-10,JAWA BARAT,0,0,2,-2,1550,226,113,1211
2020-05-11,JAWA BARAT,54,3,11,40,1604,237,116,1251
2020-05-12,JAWA BARAT,54,0,4,50,1658,241,116,1301
2020-05-13,JAWA BARAT,8,0,27,-19,1666,268,116,1282
2020-05-14,JAWA BARAT,11,1,7,3,1677,275,117,1285
2020-05-15,JAWA BARAT,33,1,18,14,1710,293,118,1299
2020-05-16,JAWA BARAT,24,0,3,21,1734,296,118,1320
2020-05-17,JAWA BARAT,32,3,57,-28,1766,353,121,1292
2020-05-18,JAWA BARAT,22,9,74,-61,1788,427,130,1231
2020-05-19,JAWA BARAT,24,1,14,9,1812,441,131,1240
2020-05-20,JAWA BARAT,143,0,2,141,1955,443,131,1381
2020-05-21,JAWA BARAT,68,0,11,57,2023,454,131,1438
2020-05-22,JAWA BARAT,38,2,13,23,2061,467,133,1461
2020-05-23,JAWA BARAT,55,2,40,13,2116,507,135,1474
2020-05-24,JAWA BARAT,49,1,11,37,2165,518,136,1511
2020-05-25,JAWA BARAT,18,0,4,14,2183,522,136,1525
2020-05-26,JAWA BARAT,15,9,21,-15,2198,543,145,1510
2020-05-27,JAWA BARAT,25,5,32,-12,2223,575,150,1498
2020-05-28,JAWA BARAT,26,0,45,-19,2249,620,150,1479
2020-05-29,JAWA BARAT,40,1,6,33,2289,626,151,1512
2020-05-30,JAWA BARAT,20,2,32,-14,2309,658,153,1498
2020-05-31,JAWA BARAT,38,0,8,30,2347,666,153,1528
2020-06-01,JAWA BARAT,41,0,8,33,2388,674,153,1561
2020-06-02,JAWA BARAT,18,7,36,-25,2406,710,160,1536
2020-06-03,JAWA BARAT,4,3,55,-54,2410,765,163,1482
2020-06-04,JAWA BARAT,8,1,20,-13,2418,785,164,1469
2020-06-05,JAWA BARAT,15,3,47,-35,2433,832,167,1434
2020-06-06,JAWA BARAT,13,0,16,-3,2446,848,167,1431
2020-06-07,JAWA BARAT,34,0,106,-72,2480,954,167,1359
2020-06-08,JAWA BARAT,24,3,68,-47,2504,1022,170,1312
2020-06-09,JAWA BARAT,29,0,12,17,2533,1034,170,1329
2020-06-10,JAWA BARAT,49,0,38,11,2582,1072,170,1340
2020-06-11,JAWA BARAT,47,0,20,27,2629,1092,170,1367
2020-06-12,JAWA BARAT,15,0,47,-32,2644,1139,170,1335
2020-06-13,JAWA BARAT,12,0,36,-24,2656,1175,170,1311
2020-06-14,JAWA BARAT,15,0,39,-24,2671,1214,170,1287
2020-06-15,JAWA BARAT,24,1,7,16,2695,1221,171,1303
2020-06-16,JAWA BARAT,37,0,12,25,2732,1233,171,1328
2020-06-17,JAWA BARAT,43,7,28,8,2775,1261,178,1336
2020-06-18,JAWA BARAT,51,2,54,-5,2826,1315,180,1331
2020-06-19,JAWA BARAT,63,0,29,34,2889,1344,180,1365
2020-06-20,JAWA BARAT,19,0,1,18,2908,1345,180,1383
2020-06-21,JAWA BARAT,22,0,2,20,2930,1347,180,1403
2020-06-22,JAWA BARAT,18,0,24,-6,2948,1371,180,1397
2020-06-23,JAWA BARAT,32,0,30,2,2980,1401,180,1399
2020-06-24,JAWA BARAT,46,0,8,38,3026,1409,180,1437
2020-06-25,JAWA BARAT,41,2,57,-18,3067,1466,182,1419
2020-06-26,JAWA BARAT,35,2,109,-76,3102,1575,184,1343
2020-06-27,JAWA BARAT,49,0,14,35,3151,1589,184,1378
2020-06-28,JAWA BARAT,26,0,9,17,3177,1598,184,1395
2020-06-29,JAWA BARAT,42,0,3,39,3219,1601,184,1434
2020-06-30,JAWA BARAT,75,1,84,-10,3294,1685,185,1424
2020-07-01,JAWA BARAT,58,0,15,43,3352,1700,185,1467
2020-07-02,JAWA BARAT,65,0,45,20,3417,1745,185,1487
2020-07-03,JAWA BARAT,32,0,4,28,3449,1749,185,1515
2020-07-04,JAWA BARAT,86,0,23,63,3535,1772,185,1578
2020-07-05,JAWA BARAT,108,0,16,92,3643,1788,185,1670
2020-07-06,JAWA BARAT,129,1,22,106,3772,1810,186,1776
2020-07-07,JAWA BARAT,81,2,44,35,3853,1854,188,1811
2020-07-08,JAWA BARAT,95,2,25,68,3948,1879,190,1879
2020-07-09,JAWA BARAT,964,4,28,932,4912,1907,194,2811
2020-07-10,JAWA BARAT,108,0,33,75,5020,1940,194,2886
2020-07-11,JAWA BARAT,73,1,29,43,5093,1969,195,2929
2020-07-12,JAWA BARAT,44,0,9,35,5137,1978,195,2964
2020-07-13,JAWA BARAT,87,0,19,68,5224,1997,195,3032
2020-07-14,JAWA BARAT,77,1,34,42,5301,2031,196,3074
2020-07-15,JAWA BARAT,74,1,145,-72,5375,2176,197,3002
2020-07-16,JAWA BARAT,40,0,18,22,5415,2194,197,3024
2020-07-17,JAWA BARAT,51,1,33,17,5466,2227,198,3041
2020-07-18,JAWA BARAT,58,1,18,39,5524,2245,199,3080
2020-07-19,JAWA BARAT,24,0,4,20,5548,2249,199,3100
2020-07-20,JAWA BARAT,59,0,96,-37,5607,2345,199,3063
2020-07-21,JAWA BARAT,65,4,32,29,5672,2377,203,3092
2020-07-22,JAWA BARAT,32,0,23,9,5704,2400,203,3101
2020-07-23,JAWA BARAT,63,1,13,49,5767,2413,204,3150
2020-07-24,JAWA BARAT,89,0,19,70,5856,2432,204,3220
2020-07-25,JAWA BARAT,72,0,32,40,5928,2464,204,3260
2020-07-26,JAWA BARAT,50,0,23,27,5978,2487,204,3287
2020-07-27,JAWA BARAT,57,0,406,-349,6035,2893,204,2938
2020-07-28,JAWA BARAT,132,0,606,-474,6167,3499,204,2464
2020-07-29,JAWA BARAT,97,2,48,47,6264,3547,206,2511
2020-07-30,JAWA BARAT,141,2,333,-194,6405,3880,208,2317
2020-07-31,JAWA BARAT,69,0,17,52,6474,3897,208,2369
2020-08-01,JAWA BARAT,59,0,19,40,6533,3916,208,2409
2020-08-02,JAWA BARAT,57,0,7,50,6590,3923,208,2459
2020-08-03,JAWA BARAT,53,0,47,6,6643,3970,208,2465
2020-08-04,JAWA BARAT,93,5,170,-82,6736,4140,213,2383
2020-08-05,JAWA BARAT,124,0,9,115,6860,4149,213,2498
2020-08-06,JAWA BARAT,82,1,32,49,6942,4181,214,2547
2020-08-07,JAWA BARAT,151,4,62,85,7093,4243,218,2632
2020-08-08,JAWA BARAT,241,3,40,198,7334,4283,221,2830
2020-08-09,JAWA BARAT,176,4,66,106,7510,4349,225,2936
2020-08-10,JAWA BARAT,33,0,27,6,7543,4376,225,2942
2020-08-11,JAWA BARAT,92,4,39,49,7635,4415,229,2991
2020-08-12,JAWA BARAT,106,1,70,35,7741,4485,230,3026
2020-08-13,JAWA BARAT,110,1,17,92,7851,4502,231,3118
2020-08-14,JAWA BARAT,362,1,21,340,8213,4523,232,3458
2020-08-15,JAWA BARAT,227,0,36,191,8440,4559,232,3649
2020-08-16,JAWA BARAT,78,2,41,35,8518,4600,234,3684
2020-08-17,JAWA BARAT,44,1,45,-2,8562,4645,235,3682
2020-08-18,JAWA BARAT,45,0,18,27,8607,4663,235,3709
2020-08-19,JAWA BARAT,103,5,50,48,8710,4713,240,3757
2020-08-20,JAWA BARAT,197,2,72,123,8907,4785,242,3880
2020-08-21,JAWA BARAT,93,8,119,-34,9000,4904,250,3846
2020-08-22,JAWA BARAT,153,6,178,-31,9153,5082,256,3815
2020-08-23,JAWA BARAT,68,1,507,-440,9221,5589,257,3375
2020-08-24,JAWA BARAT,132,2,207,-77,9353,5796,259,3298
2020-08-25,JAWA BARAT,256,1,6,249,9609,5802,260,3547
2020-08-26,JAWA BARAT,176,0,30,146,9785,5832,260,3693
2020-08-27,JAWA BARAT,153,0,89,64,9938,5921,260,3757
2020-08-28,JAWA BARAT,557,2,64,491,10495,5985,262,4248
2020-08-29,JAWA BARAT,285,0,8,277,10780,5993,262,4525
2020-08-30,JAWA BARAT,101,0,25,76,10881,6018,262,4601
2020-08-31,JAWA BARAT,146,8,57,81,11027,6075,270,4682
2020-09-01,JAWA BARAT,213,1,47,165,11240,6122,271,4847
2020-09-02,JAWA BARAT,202,1,138,63,11442,6260,272,4910
2020-09-03,JAWA BARAT,236,4,30,202,11678,6290,276,5112
2020-09-04,JAWA BARAT,381,1,83,297,12059,6373,277,5409
2020-09-05,JAWA BARAT,218,0,45,173,12277,6418,277,5582
2020-09-06,JAWA BARAT,171,0,53,118,12448,6471,277,5700
2020-09-07,JAWA BARAT,202,0,88,114,12650,6559,277,5814
2020-09-08,JAWA BARAT,333,2,76,255,12983,6635,279,6069
2020-09-09,JAWA BARAT,284,4,47,233,13267,6682,283,6302
2020-09-10,JAWA BARAT,333,0,111,222,13600,6793,283,6524
2020-09-11,JAWA BARAT,271,7,285,-21,13871,7078,290,6503
2020-09-12,JAWA BARAT,288,1,328,-41,14159,7406,291,6462
2020-09-13,JAWA BARAT,161,5,192,-36,14320,7598,296,6426
2020-09-14,JAWA BARAT,206,0,167,39,14526,7765,296,6465
2020-09-15,JAWA BARAT,354,7,250,97,14880,8015,303,6562
2020-09-16,JAWA BARAT,299,1,206,92,15179,8221,304,6654
2020-09-17,JAWA BARAT,355,4,330,21,15534,8551,308,6675
2020-09-18,JAWA BARAT,347,3,284,60,15881,8835,311,6735
2020-09-19,JAWA BARAT,457,0,552,-95,16338,9387,311,6640
2020-09-20,JAWA BARAT,423,6,402,15,16761,9789,317,6655
2020-09-21,JAWA BARAT,689,2,249,438,17450,10038,319,7093
2020-09-22,JAWA BARAT,600,10,594,-4,18050,10632,329,7089
2020-09-23,JAWA BARAT,512,14,170,328,18562,10802,343,7417
2020-09-24,JAWA BARAT,793,12,251,530,19355,11053,355,7947
2020-09-25,JAWA BARAT,729,13,820,-104,20084,11873,368,7843
2020-09-26,JAWA BARAT,391,16,621,-246,20475,12494,384,7597
2020-09-27,JAWA BARAT,435,2,238,195,20910,12732,386,7792
2020-09-28,JAWA BARAT,492,1,295,196,21402,13027,387,7988
2020-09-29,JAWA BARAT,316,15,113,188,21718,13140,402,8176
2020-09-30,JAWA BARAT,431,15,372,44,22149,13512,417,8220
2020-10-01,JAWA BARAT,577,16,131,430,22726,13643,433,8650
2020-10-02,JAWA BARAT,536,15,186,335,23262,13829,448,8985
2020-10-03,JAWA BARAT,354,15,96,243,23616,13925,463,9228
2020-10-04,JAWA BARAT,246,16,77,153,23862,14002,479,9381
2020-10-05,JAWA BARAT,500,15,789,-304,24362,14791,494,9077
2020-10-06,JAWA BARAT,508,17,205,286,24870,14996,511,9363
2020-10-07,JAWA BARAT,751,13,505,233,25621,15501,524,9596
